repo_a,repo_b,similarity
nesquena/hermes-webui,chengaopan/AutoMergePublicNodes,0.245255
nesquena/hermes-webui,LearningCircuit/local-deep-research,0.365729
nesquena/hermes-webui,woodpecker-ci/woodpecker,0.248272
nesquena/hermes-webui,TagStudioDev/TagStudio,0.317884
nesquena/hermes-webui,databasus/databasus,0.294685
nesquena/hermes-webui,nesquena/hermes-webui,1.0
nesquena/hermes-webui,farm-fe/farm,0.271058
nesquena/hermes-webui,home-assistant/frontend,0.467468
nesquena/hermes-webui,osaurus-ai/osaurus,0.340716
nesquena/hermes-webui,floci-io/floci,0.36587
nesquena/hermes-webui,metalbear-co/mirrord,0.305269
nesquena/hermes-webui,sacridini/Awesome-Geospatial,0.125436
nesquena/hermes-webui,Mai-with-u/MaiBot,0.387177
nesquena/hermes-webui,clidey/whodb,0.395327
nesquena/hermes-webui,Tracer-Cloud/opensre,0.316331
nesquena/hermes-webui,pytorch/executorch,0.302558
nesquena/hermes-webui,EasyCorp/EasyAdminBundle,0.250936
nesquena/hermes-webui,SwanHubX/SwanLab,0.335805
nesquena/hermes-webui,IBM/mcp-context-forge,0.491239
nesquena/hermes-webui,web-infra-dev/rsbuild,0.305607
nesquena/hermes-webui,metorial/metorial,0.378332
nesquena/hermes-webui,langwatch/langwatch,0.355586
nesquena/hermes-webui,neomjs/neo,0.36988
nesquena/hermes-webui,TableProApp/TablePro,0.278207
nesquena/hermes-webui,hosseinmoein/DataFrame,0.097557
nesquena/hermes-webui,av/harbor,0.305691
nesquena/hermes-webui,patrick-kidger/equinox,0.290961
nesquena/hermes-webui,ZSeven-W/openpencil,0.377513
nesquena/hermes-webui,superplanehq/superplane,0.377263
nesquena/hermes-webui,schultek/jaspr,0.218328
nesquena/hermes-webui,kubenav/kubenav,0.302016
nesquena/hermes-webui,apioo/fusio,0.452824
nesquena/hermes-webui,openhab/openhab-addons,0.262648
nesquena/hermes-webui,KudoAI/chatgpt.js,0.3016
nesquena/hermes-webui,ezshine/AwesomeSites,0.258594
nesquena/hermes-webui,Nano-Collective/nanocoder,0.504965
nesquena/hermes-webui,NeptuneHub/AudioMuse-AI,0.281163
nesquena/hermes-webui,userfrosting/UserFrosting,0.254923
nesquena/hermes-webui,apache/solr,0.232118
nesquena/hermes-webui,EnzymeAD/Enzyme,0.135735
nesquena/hermes-webui,TailGrids/tailgrids,0.326999
nesquena/hermes-webui,mkubaczyk/helmsman,0.18908
nesquena/hermes-webui,serversideup/spin,0.221557
nesquena/hermes-webui,kimdre/doco-cd,0.234127
nesquena/hermes-webui,kube-green/kube-green,0.203271
nesquena/hermes-webui,jsxgraph/jsxgraph,0.303043
nesquena/hermes-webui,t8y2/dbx,0.294929
nesquena/hermes-webui,yjl9903/AnimeGarden,0.23415
nesquena/hermes-webui,ppy/osu-web,0.359847
nesquena/hermes-webui,OSGeo/grass,0.186204
nesquena/hermes-webui,rzru/nightingale,0.288236
nesquena/hermes-webui,apache/ofbiz-framework,0.230516
nesquena/hermes-webui,EhTagTranslation/Database,0.242253
nesquena/hermes-webui,howie6879/weekly,0.154088
nesquena/hermes-webui,xiaoiver/infinite-canvas-tutorial,0.233206
nesquena/hermes-webui,SemiAnalysisAI/InferenceX,0.264625
nesquena/hermes-webui,yegor256/takes,0.262158
nesquena/hermes-webui,ArcadeData/arcadedb,0.203278
nesquena/hermes-webui,ENTERPILOT/GoModel,0.388092
nesquena/hermes-webui,bjw-s-labs/home-ops,0.272122
nesquena/hermes-webui,bgauryy/octocode-mcp,0.424328
nesquena/hermes-webui,superiorlu/AITreasureBox,0.358384
nesquena/hermes-webui,openyak/openyak,0.439155
nesquena/hermes-webui,rcarmo/piclaw,0.400782
nesquena/hermes-webui,adriannovegil/awesome-observability,0.25077
nesquena/hermes-webui,flamego/flamego,0.277239
nesquena/hermes-webui,kviklet/kviklet,0.161401
nesquena/hermes-webui,suyoumo/ClawProBench,0.273759
nesquena/hermes-webui,GeminiLight/MindOS,0.364208
nesquena/hermes-webui,kurtosis-tech/kurtosis,0.227706
nesquena/hermes-webui,mx-space/core,0.464847
nesquena/hermes-webui,henrydaum/second-brain,0.405309
nesquena/hermes-webui,flaviuse/mern-authentication,0.219909
nesquena/hermes-webui,D-Sketon/hexo-theme-reimu,0.262047
nesquena/hermes-webui,FrancescoXX/rustcrab,0.262222
nesquena/hermes-webui,violit-dev/violit,0.359463
nesquena/hermes-webui,cyhhao/vibe-remote,0.341184
nesquena/hermes-webui,aree6/LiftShift,0.223597
nesquena/hermes-webui,ILoveBingLu/CipherTalk,0.249061
nesquena/hermes-webui,buroa/k8s-gitops,0.285468
nesquena/hermes-webui,vellum-ai/vellum-assistant,0.436331
nesquena/hermes-webui,alexandre-daubois/ember,0.352153
nesquena/hermes-webui,netbox-community/netbox-chart,0.168835
nesquena/hermes-webui,thomwebb/gac,0.28939
nesquena/hermes-webui,MIERUNE/svelte-maplibre-gl,0.361023
nesquena/hermes-webui,Linuxfabrik/monitoring-plugins,0.32813
nesquena/hermes-webui,iopsystems/rezolus,0.254435
nesquena/hermes-webui,Fu-Jie/openwebui-extensions,0.43574
farm-fe/farm,tensorflow/tensorflow,0.294595
farm-fe/farm,flutter/flutter,0.336305
farm-fe/farm,ollama/ollama,0.240898
farm-fe/farm,huggingface/transformers,0.109765
farm-fe/farm,langgenius/dify,0.364341
farm-fe/farm,vercel/next.js,0.384725
farm-fe/farm,open-webui/open-webui,0.418591
farm-fe/farm,langchain-ai/langchain,0.44085
farm-fe/farm,kubernetes/kubernetes,0.294971
farm-fe/farm,supabase/supabase,0.305383
farm-fe/farm,angular/angular,0.303551
farm-fe/farm,pytorch/pytorch,0.11792
farm-fe/farm,fastapi/fastapi,0.339642
farm-fe/farm,ant-design/ant-design,0.327657
farm-fe/farm,django/django,0.093242
farm-fe/farm,opencv/opencv,0.167404
farm-fe/farm,home-assistant/core,0.142865
farm-fe/farm,sveltejs/svelte,0.555021
farm-fe/farm,vllm-project/vllm,0.320841
farm-fe/farm,elastic/elasticsearch,0.158361
farm-fe/farm,grafana/grafana,0.273707
farm-fe/farm,apache/superset,0.12072
farm-fe/farm,pallets/flask,0.309035
farm-fe/farm,ansible/ansible,0.311617
farm-fe/farm,apache/echarts,0.250231
farm-fe/farm,scikit-learn/scikit-learn,0.317054
farm-fe/farm,keras-team/keras,0.107341
farm-fe/farm,prometheus/prometheus,0.233947
farm-fe/farm,commaai/openpilot,0.305112
farm-fe/farm,pocketbase/pocketbase,0.266128
farm-fe/farm,ultralytics/ultralytics,0.265161
farm-fe/farm,appwrite/appwrite,0.273269
farm-fe/farm,vuejs/core,0.434575
farm-fe/farm,expo/expo,0.166328
farm-fe/farm,run-llama/llama_index,0.424362
farm-fe/farm,pandas-dev/pandas,0.1573
farm-fe/farm,hashicorp/terraform,0.144416
farm-fe/farm,prisma/prisma,0.397944
farm-fe/farm,apache/airflow,0.029118
farm-fe/farm,streamlit/streamlit,0.347046
farm-fe/farm,milvus-io/milvus,0.406906
farm-fe/farm,getsentry/sentry,0.295313
farm-fe/farm,apache/spark,0.140154
farm-fe/farm,gradio-app/gradio,0.29269
farm-fe/farm,ray-project/ray,0.189727
farm-fe/farm,HKUDS/nanobot,0.452896
farm-fe/farm,pingcap/tidb,0.273272
farm-fe/farm,facebookresearch/faiss,0.081009
farm-fe/farm,photoprism/photoprism,0.334235
farm-fe/farm,istio/istio,0.266296
farm-fe/farm,duckdb/duckdb,0.306618
farm-fe/farm,docker/compose,0.23213
farm-fe/farm,typeorm/typeorm,0.392808
farm-fe/farm,jax-ml/jax,0.356736
farm-fe/farm,nextcloud/server,0.187028
farm-fe/farm,PostHog/posthog,0.272172
farm-fe/farm,alibaba/nacos,0.245278
farm-fe/farm,lutzroeder/netron,0.286424
farm-fe/farm,apache/kafka,0.236701
farm-fe/farm,seaweedfs/seaweedfs,0.288385
farm-fe/farm,cockroachdb/cockroach,0.140028
farm-fe/farm,numpy/numpy,0.273468
farm-fe/farm,hasura/graphql-engine,0.27407
farm-fe/farm,qdrant/qdrant,0.296127
farm-fe/farm,openai/openai-python,0.13049
farm-fe/farm,helm/helm,0.301679
farm-fe/farm,academic/awesome-datascience,0.292282
farm-fe/farm,alibaba/spring-cloud-alibaba,0.144686
farm-fe/farm,dmlc/xgboost,0.222266
farm-fe/farm,chroma-core/chroma,0.648926
farm-fe/farm,langfuse/langfuse,0.389052
farm-fe/farm,apache/flink,0.128147
farm-fe/farm,mlflow/mlflow,0.262282
farm-fe/farm,pulumi/pulumi,0.383693
farm-fe/farm,clockworklabs/SpacetimeDB,0.366596
farm-fe/farm,PaddlePaddle/Paddle,0.245813
farm-fe/farm,volcengine/OpenViking,0.296614
farm-fe/farm,Tencent/ncnn,0.290326
farm-fe/farm,phoenixframework/phoenix,0.360079
farm-fe/farm,argoproj/argo-cd,0.309072
farm-fe/farm,matplotlib/matplotlib,0.248526
farm-fe/farm,jaegertracing/jaeger,0.404244
farm-fe/farm,jhipster/generator-jhipster,0.340204
farm-fe/farm,prefecthq/prefect,0.283161
farm-fe/farm,elastic/kibana,0.170796
farm-fe/farm,microsoft/onnxruntime,0.180723
farm-fe/farm,baidu/amis,0.445451
farm-fe/farm,tursodatabase/turso,0.393357
farm-fe/farm,screenpipe/screenpipe,0.175088
farm-fe/farm,plotly/plotly.py,0.360054
farm-fe/farm,microsoft/LightGBM,0.194808
farm-fe/farm,rqlite/rqlite,0.346244
farm-fe/farm,weaviate/weaviate,0.34999
farm-fe/farm,apache/doris,0.061489
farm-fe/farm,jupyterlab/jupyterlab,0.266896
farm-fe/farm,apexcharts/apexcharts.js,0.314418
farm-fe/farm,ktorio/ktor,0.45139
farm-fe/farm,jupyter/notebook,0.343929
farm-fe/farm,encode/starlette,0.429882
farm-fe/farm,StarRocks/starrocks,0.18272
farm-fe/farm,get-convex/convex-backend,0.383521
farm-fe/farm,misskey-dev/misskey,0.303858
farm-fe/farm,frappe/frappe,0.442716
farm-fe/farm,openebs/openebs,0.31288
farm-fe/farm,hicccc77/WeFlow,0.279386
farm-fe/farm,apache/seatunnel,0.369666
farm-fe/farm,databendlabs/databend,0.206374
farm-fe/farm,modelscope/modelscope,0.25796
farm-fe/farm,dropwizard/dropwizard,0.337071
farm-fe/farm,webstudio-is/webstudio,0.407679
farm-fe/farm,stamparm/maltrail,0.332302
farm-fe/farm,k8sgpt-ai/k8sgpt,0.391781
farm-fe/farm,chengaopan/AutoMergePublicNodes,0.350581
farm-fe/farm,LearningCircuit/local-deep-research,0.265058
farm-fe/farm,woodpecker-ci/woodpecker,0.391961
farm-fe/farm,TagStudioDev/TagStudio,0.419073
farm-fe/farm,databasus/databasus,0.254154
farm-fe/farm,nesquena/hermes-webui,0.271058
farm-fe/farm,farm-fe/farm,1.0
farm-fe/farm,home-assistant/frontend,0.239739
farm-fe/farm,osaurus-ai/osaurus,0.232557
farm-fe/farm,floci-io/floci,0.345608
farm-fe/farm,metalbear-co/mirrord,0.428991
farm-fe/farm,sacridini/Awesome-Geospatial,0.035732
farm-fe/farm,Mai-with-u/MaiBot,0.208077
farm-fe/farm,clidey/whodb,0.495506
farm-fe/farm,Tracer-Cloud/opensre,0.219368
farm-fe/farm,pytorch/executorch,0.259748
farm-fe/farm,EasyCorp/EasyAdminBundle,0.205573
farm-fe/farm,SwanHubX/SwanLab,0.272632
farm-fe/farm,IBM/mcp-context-forge,0.139263
farm-fe/farm,web-infra-dev/rsbuild,0.623947
farm-fe/farm,metorial/metorial,0.178277
farm-fe/farm,langwatch/langwatch,0.384009
farm-fe/farm,neomjs/neo,0.3631
farm-fe/farm,TableProApp/TablePro,0.243678
farm-fe/farm,hosseinmoein/DataFrame,0.120828
farm-fe/farm,av/harbor,0.363544
farm-fe/farm,patrick-kidger/equinox,0.228513
farm-fe/farm,ZSeven-W/openpencil,0.338464
farm-fe/farm,superplanehq/superplane,0.272275
farm-fe/farm,schultek/jaspr,0.408166
farm-fe/farm,kubenav/kubenav,0.111836
farm-fe/farm,apioo/fusio,0.162975
farm-fe/farm,openhab/openhab-addons,0.344012
farm-fe/farm,KudoAI/chatgpt.js,0.411082
farm-fe/farm,ezshine/AwesomeSites,0.330851
farm-fe/farm,Nano-Collective/nanocoder,0.277077
farm-fe/farm,NeptuneHub/AudioMuse-AI,0.201499
farm-fe/farm,userfrosting/UserFrosting,0.331798
farm-fe/farm,apache/solr,0.179789
farm-fe/farm,EnzymeAD/Enzyme,0.191664
farm-fe/farm,TailGrids/tailgrids,0.309522
farm-fe/farm,mkubaczyk/helmsman,0.229933
farm-fe/farm,serversideup/spin,0.232284
farm-fe/farm,kimdre/doco-cd,0.302534
farm-fe/farm,kube-green/kube-green,0.345019
farm-fe/farm,jsxgraph/jsxgraph,0.249594
farm-fe/farm,t8y2/dbx,0.308954
farm-fe/farm,yjl9903/AnimeGarden,0.413549
farm-fe/farm,ppy/osu-web,0.410921
farm-fe/farm,OSGeo/grass,0.269277
farm-fe/farm,rzru/nightingale,0.254482
farm-fe/farm,apache/ofbiz-framework,0.189803
farm-fe/farm,EhTagTranslation/Database,0.429048
farm-fe/farm,howie6879/weekly,0.18879
farm-fe/farm,xiaoiver/infinite-canvas-tutorial,0.3322
farm-fe/farm,SemiAnalysisAI/InferenceX,0.293919
farm-fe/farm,yegor256/takes,0.358621
farm-fe/farm,ArcadeData/arcadedb,0.246787
farm-fe/farm,ENTERPILOT/GoModel,0.203047
farm-fe/farm,bjw-s-labs/home-ops,0.344431
farm-fe/farm,bgauryy/octocode-mcp,0.231656
farm-fe/farm,superiorlu/AITreasureBox,0.307601
farm-fe/farm,openyak/openyak,0.436611
farm-fe/farm,rcarmo/piclaw,0.28176
farm-fe/farm,adriannovegil/awesome-observability,0.09673
farm-fe/farm,flamego/flamego,0.352391
farm-fe/farm,kviklet/kviklet,0.220675
farm-fe/farm,suyoumo/ClawProBench,0.406598
farm-fe/farm,GeminiLight/MindOS,0.218189
farm-fe/farm,kurtosis-tech/kurtosis,0.266616
farm-fe/farm,mx-space/core,0.442684
farm-fe/farm,henrydaum/second-brain,0.142124
farm-fe/farm,flaviuse/mern-authentication,0.273222
farm-fe/farm,D-Sketon/hexo-theme-reimu,0.421174
farm-fe/farm,FrancescoXX/rustcrab,0.512865
farm-fe/farm,violit-dev/violit,0.45983
farm-fe/farm,cyhhao/vibe-remote,0.348584
farm-fe/farm,aree6/LiftShift,0.190018
farm-fe/farm,ILoveBingLu/CipherTalk,0.429143
farm-fe/farm,buroa/k8s-gitops,0.369692
farm-fe/farm,vellum-ai/vellum-assistant,0.384147
farm-fe/farm,alexandre-daubois/ember,0.336047
farm-fe/farm,netbox-community/netbox-chart,0.317556
farm-fe/farm,thomwebb/gac,0.355423
farm-fe/farm,MIERUNE/svelte-maplibre-gl,0.513127
farm-fe/farm,Linuxfabrik/monitoring-plugins,0.246842
farm-fe/farm,iopsystems/rezolus,0.198237
farm-fe/farm,Fu-Jie/openwebui-extensions,0.387062
home-assistant/frontend,tensorflow/tensorflow,0.192028
home-assistant/frontend,flutter/flutter,0.252422
home-assistant/frontend,ollama/ollama,0.276069
home-assistant/frontend,huggingface/transformers,0.226245
home-assistant/frontend,langgenius/dify,0.454894
home-assistant/frontend,vercel/next.js,0.198849
home-assistant/frontend,open-webui/open-webui,0.505008
home-assistant/frontend,langchain-ai/langchain,0.450134
home-assistant/frontend,kubernetes/kubernetes,0.187506
home-assistant/frontend,supabase/supabase,0.239485
home-assistant/frontend,angular/angular,0.339939
home-assistant/frontend,pytorch/pytorch,0.130702
home-assistant/frontend,fastapi/fastapi,0.394305
home-assistant/frontend,ant-design/ant-design,0.377042
home-assistant/frontend,django/django,0.239747
home-assistant/frontend,opencv/opencv,0.122423
home-assistant/frontend,home-assistant/core,0.495339
home-assistant/frontend,sveltejs/svelte,0.312917
home-assistant/frontend,vllm-project/vllm,0.17306
home-assistant/frontend,elastic/elasticsearch,0.118446
home-assistant/frontend,grafana/grafana,0.279672
home-assistant/frontend,apache/superset,0.106237
home-assistant/frontend,pallets/flask,0.29131
home-assistant/frontend,ansible/ansible,0.325673
home-assistant/frontend,apache/echarts,0.202232
home-assistant/frontend,scikit-learn/scikit-learn,0.20145
home-assistant/frontend,keras-team/keras,0.160826
home-assistant/frontend,prometheus/prometheus,0.268374
home-assistant/frontend,commaai/openpilot,0.305277
home-assistant/frontend,pocketbase/pocketbase,0.250516
home-assistant/frontend,ultralytics/ultralytics,0.229077
home-assistant/frontend,appwrite/appwrite,0.325815
home-assistant/frontend,vuejs/core,0.370762
home-assistant/frontend,expo/expo,0.236995
home-assistant/frontend,run-llama/llama_index,0.396461
home-assistant/frontend,pandas-dev/pandas,0.114994
home-assistant/frontend,hashicorp/terraform,0.30267
home-assistant/frontend,prisma/prisma,0.340312
home-assistant/frontend,apache/airflow,0.181402
home-assistant/frontend,streamlit/streamlit,0.328627
home-assistant/frontend,milvus-io/milvus,0.181045
home-assistant/frontend,getsentry/sentry,0.204932
home-assistant/frontend,apache/spark,0.118293
home-assistant/frontend,gradio-app/gradio,0.330726
home-assistant/frontend,ray-project/ray,0.162785
home-assistant/frontend,HKUDS/nanobot,0.352446
home-assistant/frontend,pingcap/tidb,0.186044
home-assistant/frontend,facebookresearch/faiss,0.0221
home-assistant/frontend,photoprism/photoprism,0.276212
home-assistant/frontend,istio/istio,0.207225
home-assistant/frontend,duckdb/duckdb,0.288516
home-assistant/frontend,docker/compose,0.18448
home-assistant/frontend,typeorm/typeorm,0.25399
home-assistant/frontend,jax-ml/jax,0.243037
home-assistant/frontend,nextcloud/server,0.262437
home-assistant/frontend,PostHog/posthog,0.39499
home-assistant/frontend,alibaba/nacos,0.340364
home-assistant/frontend,lutzroeder/netron,0.221547
home-assistant/frontend,apache/kafka,0.153606
home-assistant/frontend,seaweedfs/seaweedfs,0.189647
home-assistant/frontend,cockroachdb/cockroach,0.172151
home-assistant/frontend,numpy/numpy,0.173289
home-assistant/frontend,hasura/graphql-engine,0.18307
home-assistant/frontend,qdrant/qdrant,0.136178
home-assistant/frontend,openai/openai-python,0.324814
home-assistant/frontend,helm/helm,0.132206
home-assistant/frontend,academic/awesome-datascience,0.291215
home-assistant/frontend,alibaba/spring-cloud-alibaba,0.30373
home-assistant/frontend,dmlc/xgboost,0.091121
home-assistant/frontend,chroma-core/chroma,0.297504
home-assistant/frontend,langfuse/langfuse,0.455329
home-assistant/frontend,apache/flink,0.105495
home-assistant/frontend,mlflow/mlflow,0.315721
home-assistant/frontend,pulumi/pulumi,0.338944
home-assistant/frontend,clockworklabs/SpacetimeDB,0.198289
home-assistant/frontend,PaddlePaddle/Paddle,0.141378
home-assistant/frontend,volcengine/OpenViking,0.312481
home-assistant/frontend,Tencent/ncnn,0.045671
home-assistant/frontend,phoenixframework/phoenix,0.374448
home-assistant/frontend,argoproj/argo-cd,0.285088
home-assistant/frontend,matplotlib/matplotlib,0.137956
home-assistant/frontend,jaegertracing/jaeger,0.159652
home-assistant/frontend,jhipster/generator-jhipster,0.325927
home-assistant/frontend,prefecthq/prefect,0.324836
home-assistant/frontend,elastic/kibana,0.110163
home-assistant/frontend,microsoft/onnxruntime,0.11623
home-assistant/frontend,baidu/amis,0.349273
home-assistant/frontend,tursodatabase/turso,0.269388
home-assistant/frontend,screenpipe/screenpipe,0.210122
home-assistant/frontend,plotly/plotly.py,0.295435
home-assistant/frontend,microsoft/LightGBM,0.102627
home-assistant/frontend,rqlite/rqlite,0.188015
home-assistant/frontend,weaviate/weaviate,0.154025
home-assistant/frontend,apache/doris,0.167651
home-assistant/frontend,jupyterlab/jupyterlab,0.230507
home-assistant/frontend,apexcharts/apexcharts.js,0.154235
home-assistant/frontend,ktorio/ktor,0.32685
home-assistant/frontend,jupyter/notebook,0.21986
home-assistant/frontend,encode/starlette,0.290144
home-assistant/frontend,StarRocks/starrocks,0.088956
home-assistant/frontend,get-convex/convex-backend,0.240378
home-assistant/frontend,misskey-dev/misskey,0.275034
home-assistant/frontend,frappe/frappe,0.361309
home-assistant/frontend,openebs/openebs,0.211682
home-assistant/frontend,hicccc77/WeFlow,0.188632
home-assistant/frontend,apache/seatunnel,0.235296
home-assistant/frontend,databendlabs/databend,0.278295
home-assistant/frontend,modelscope/modelscope,0.301241
home-assistant/frontend,dropwizard/dropwizard,0.281253
home-assistant/frontend,webstudio-is/webstudio,0.420206
home-assistant/frontend,stamparm/maltrail,0.208424
home-assistant/frontend,k8sgpt-ai/k8sgpt,0.266543
home-assistant/frontend,chengaopan/AutoMergePublicNodes,0.312518
home-assistant/frontend,LearningCircuit/local-deep-research,0.248637
home-assistant/frontend,woodpecker-ci/woodpecker,0.197208
home-assistant/frontend,TagStudioDev/TagStudio,0.315
home-assistant/frontend,databasus/databasus,0.229099
home-assistant/frontend,nesquena/hermes-webui,0.467468
home-assistant/frontend,farm-fe/farm,0.239739
home-assistant/frontend,home-assistant/frontend,1.0
home-assistant/frontend,osaurus-ai/osaurus,0.261516
home-assistant/frontend,floci-io/floci,0.316292
home-assistant/frontend,metalbear-co/mirrord,0.22848
home-assistant/frontend,sacridini/Awesome-Geospatial,0.124019
home-assistant/frontend,Mai-with-u/MaiBot,0.287314
home-assistant/frontend,clidey/whodb,0.365155
home-assistant/frontend,Tracer-Cloud/opensre,0.292541
home-assistant/frontend,pytorch/executorch,0.171937
